"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",35070,39985,2395,2300,6.8,5.8,-1.0
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8030,8265,755,510,9.4,6.2,-3.2
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2520,2795,260,200,10.3,7.2,-3.1
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",21765,24650,1465,1650,6.7,6.7,0.0
"544","Woodstock","CA","Ontario","35","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5275,7070,175,135,3.3,1.9,-1.4
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14625,15595,1500,2215,10.3,14.2,3.9
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2950,2845,345,500,11.7,17.6,5.9
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",970,885,130,195,13.4,22.0,8.6
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8460,8575,855,1165,10.1,13.6,3.5
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3210,4175,300,550,9.3,13.2,3.9
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14605,15590,820,730,5.6,4.7,-0.9
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2930,2845,170,135,5.8,4.7,-1.1
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",965,885,75,45,7.8,5.1,-2.7
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8465,8575,605,550,7.1,6.4,-0.7
"546","Tillsonburg","CA","Ontario","35","",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3210,4175,40,50,1.2,1.2,0.0
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",61460,62430,7675,7905,12.5,12.7,0.2
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",13330,11850,2205,1855,16.5,15.7,-0.8
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3505,3780,590,665,16.8,17.6,0.8
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",37990,36965,4575,4525,12.0,12.2,0.2
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",10140,13610,890,1525,8.8,11.2,2.4
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",61420,62425,3640,2535,5.9,4.1,-1.8
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",13295,11850,1065,505,8.0,4.3,-3.7
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3490,3780,285,165,8.2,4.4,-3.8
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",37990,36965,2515,1890,6.6,5.1,-1.5
"547","Norfolk","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",10140,13610,65,145,0.6,1.1,0.5
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",131965,150030,12230,15575,9.3,10.4,1.1
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",30090,31115,3395,3850,11.3,12.4,1.1
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",9450,10020,1085,1355,11.5,13.5,2.0
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",86265,97285,7850,9835,9.1,10.1,1.0
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",15615,21630,990,1890,6.3,8.7,2.4
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",131950,150030,10050,10070,7.6,6.7,-0.9
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",30070,31115,2535,2050,8.4,6.6,-1.8
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",9440,10020,825,740,8.7,7.4,-1.3
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",86265,97285,7055,7595,8.2,7.8,-0.4
"550","Guelph","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",15615,21630,465,425,3.0,2.0,-1.0
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",29815,30625,2780,3655,9.3,11.9,2.6
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6465,5740,635,880,9.8,15.3,5.5
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1965,1685,185,295,9.4,17.5,8.1
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",18790,19010,1860,2135,9.9,11.2,1.3
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4555,5870,275,640,6.0,10.9,4.9
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",29805,30625,2025,1955,6.8,6.4,-0.4
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6455,5740,465,425,7.2,7.4,0.2
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1960,1690,145,145,7.4,8.6,1.2
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",18790,19010,1435,1420,7.6,7.5,-0.1
"553","Stratford","CA","Ontario","35","",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4555,5870,115,110,2.5,1.9,-0.6
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",450745,486500,59860,82610,13.3,17.0,3.7
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",100190,97680,17330,21690,17.3,22.2,4.9
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",29135,31265,5395,7575,18.5,24.2,5.7
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",292020,309640,38015,51850,13.0,16.7,3.7
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",58545,79180,4515,9075,7.7,11.5,3.8
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",450655,486500,46240,48865,10.3,10.0,-0.3
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",100100,97680,12390,11175,12.4,11.4,-1.0
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",29115,31265,3995,4050,13.7,13.0,-0.7
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",292015,309640,31810,35890,10.9,11.6,0.7
"555","London","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",58540,79180,2035,1795,3.5,2.3,-1.2
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",106005,99380,14960,16910,14.1,17.0,2.9
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",24425,20250,4665,4520,19.1,22.3,3.2
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",7060,6345,1760,1740,24.9,27.4,2.5
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",65890,59430,8835,9780,13.4,16.5,3.1
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",15695,19700,1455,2615,9.3,13.3,4.0
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",105950,99380,8335,6735,7.9,6.8,-1.1
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",24370,20250,2460,1495,10.1,7.4,-2.7
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",7050,6350,990,610,14.0,9.6,-4.4
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",65890,59435,5545,4900,8.4,8.2,-0.2
"556","Chatham-Kent","CA","Ontario","35","",4.3,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",15690,19700,330,350,2.1,1.8,-0.3
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",46940,46270,5615,6030,12.0,13.0,1.0
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",11890,10400,1945,1850,16.4,17.8,1.4
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3635,3335,685,750,18.8,22.5,3.7
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",28625,27390,3135,3275,11.0,12.0,1.0
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",6430,8490,545,910,8.5,10.7,2.2
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",46940,46275,2780,2475,5.9,5.3,-0.6
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",11885,10395,770,650,6.5,6.3,-0.2
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3640,3335,265,240,7.3,7.2,-0.1
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",28620,27390,1845,1670,6.4,6.1,-0.3
"557","Leamington","CA","Ontario","35","",7.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",6430,8490,165,155,2.6,1.8,-0.8
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",320075,324965,44850,56755,14.0,17.5,3.5
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",74930,67410,13540,16205,18.1,24.0,5.9
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",23105,19885,4370,5460,18.9,27.5,8.6
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",205035,203960,27495,34265,13.4,16.8,3.4
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",40110,53590,3815,6280,9.5,11.7,2.2
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",320030,324965,34730,31810,10.9,9.8,-1.1
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",74890,67410,10155,8180,13.6,12.1,-1.5
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",23080,19880,3460,2885,15.0,14.5,-0.5
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",205035,203960,22550,22145,11.0,10.9,-0.1
"559","Windsor","CMA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",40105,53590,2030,1485,5.1,2.8,-2.3
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",94135,94250,9915,12685,10.5,13.5,3.0
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",19990,17580,2795,3195,14.0,18.2,4.2
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5305,5555,1030,1195,19.4,21.5,2.1
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",59245,57330,6180,7740,10.4,13.5,3.1
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",14900,19350,940,1755,6.3,9.1,2.8
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",94115,94250,6600,6670,7.0,7.1,0.1
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",19970,17575,1710,1440,8.6,8.2,-0.4
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5300,5555,690,540,13.0,9.7,-3.3
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",59250,57325,4520,4900,7.6,8.5,0.9
"562","Sarnia","CA","Ontario","35","",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",14900,19350,375,330,2.5,1.7,-0.8
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14885,20405,1570,2570,10.5,12.6,2.1
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2665,2990,420,560,15.8,18.7,2.9
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",700,895,130,165,18.6,18.4,-0.2
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8525,10640,935,1475,11.0,13.9,2.9
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3695,6780,220,540,6.0,8.0,2.0
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14885,20405,780,1000,5.2,4.9,-0.3
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2665,2990,185,180,6.9,6.0,-0.9
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",695,895,55,55,7.9,6.1,-1.8
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8520,10640,550,735,6.5,6.9,0.4
"565","Wasaga Beach","CA","Ontario","35","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3695,6780,45,80,1.2,1.2,0.0
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",31320,30775,4840,5075,15.5,16.5,1.0
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6560,5490,1460,1100,22.3,20.0,-2.3
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1735,1790,415,410,23.9,22.9,-1.0
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",19420,18445,2905,3050,15.0,16.5,1.5
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5335,6845,475,935,8.9,13.7,4.8
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",31295,30775,2390,1750,7.6,5.7,-1.9
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6535,5490,675,295,10.3,5.4,-4.9
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1725,1790,250,105,14.5,5.9,-8.6
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",19425,18445,1645,1375,8.5,7.5,-1.0
"566","Owen Sound","CA","Ontario","35","",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5335,6840,65,80,1.2,1.2,0.0
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",16855,21140,2230,3155,13.2,14.9,1.7
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3395,3730,640,760,18.9,20.4,1.5
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1000,1140,175,225,17.5,19.7,2.2
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",10235,12190,1370,1850,13.4,15.2,1.8
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3220,5225,220,535,6.8,10.2,3.4
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",16855,21145,1215,1220,7.2,5.8,-1.4
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3395,3730,355,235,10.5,6.3,-4.2
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",995,1140,105,55,10.6,4.8,-5.8
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",10235,12190,835,900,8.2,7.4,-0.8
"567","Collingwood","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3220,5220,20,80,0.6,1.5,0.9
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",174850,194445,16645,21695,9.5,11.2,1.7
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",44910,42920,5195,6315,11.6,14.7,3.1
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",12930,12920,1465,2070,11.3,16.0,4.7
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",111200,125300,10240,12940,9.2,10.3,1.1
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",18735,26225,1205,2440,6.4,9.3,2.9
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",174735,194450,13245,12175,7.6,6.3,-1.3
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",44800,42920,3795,3030,8.5,7.1,-1.4
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",12910,12915,1080,965,8.4,7.5,-0.9
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",111200,125305,8950,8640,8.0,6.9,-1.1
"568","Barrie","CMA","Ontario","35","",3.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",18740,26225,510,505,2.7,1.9,-0.8
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",28945,29955,3820,5495,13.2,18.3,5.1
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6190,5320,1010,1425,16.3,26.8,10.5
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1775,1710,300,555,16.9,32.5,15.6
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",17715,18165,2430,3175,13.7,17.5,3.8
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5035,6475,375,890,7.4,13.7,6.3
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",28930,29955,2900,2985,10.0,10.0,0.0
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6180,5320,660,690,10.7,13.0,2.3
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1770,1710,210,270,11.9,15.8,3.9
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",17720,18160,2070,2155,11.7,11.9,0.2
"569","Orillia","CA","Ontario","35","",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5035,6470,170,140,3.4,2.2,-1.2
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",34215,34655,4585,5720,13.4,16.5,3.1
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7175,5875,1165,1330,16.2,22.6,6.4
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1900,1755,435,435,22.9,24.8,1.9
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",21270,20915,2800,3445,13.2,16.5,3.3
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5765,7865,620,945,10.8,12.0,1.2
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",34210,34660,3050,2305,8.9,6.7,-2.2
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7170,5880,815,445,11.4,7.6,-3.8
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1900,1755,310,145,16.3,8.3,-8.0
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",21270,20915,2030,1745,9.5,8.3,-1.2
"571","Midland","CA","Ontario","35","",4.7,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5770,7865,205,120,3.6,1.5,-2.1
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",70045,68710,11315,10755,16.2,15.7,-0.5
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",14700,12790,3000,2425,20.4,19.0,-1.4
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3995,4015,1080,900,27.0,22.4,-4.6
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",44930,42865,7315,6600,16.3,15.4,-0.9
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",10405,13055,995,1725,9.6,13.2,3.6
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",69990,68710,7225,5335,10.3,7.8,-2.5
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",14650,12795,1800,1015,12.3,7.9,-4.4
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3985,4010,695,405,17.4,10.1,-7.3
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",44935,42865,5065,4115,11.3,9.6,-1.7
"575","North Bay","CA","Ontario","35","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",10410,13055,365,205,3.5,1.6,-1.9
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",157650,161315,19855,20645,12.6,12.8,0.2
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",33690,30760,5750,5050,17.1,16.4,-0.7
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",9275,9900,1940,1985,20.9,20.1,-0.8
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",102080,102500,12485,12820,12.2,12.5,0.3
"580","Greater Sudbury","CMA","Ontario","35","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",21880,28060,1615,2780,7.4,9.9,2.5
