"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",50300,51170,3440,2235,6.8,4.4,-2.4
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",10585,10045,560,330,5.3,3.3,-2.0
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3035,3335,120,100,4.0,3.0,-1.0
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",32585,31600,2765,1795,8.5,5.7,-2.8
"2493","Lac-Saint-Jean-Est","Municipalité régionale de comté","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7130,9525,115,115,1.6,1.2,-0.4
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",160340,163680,23715,21590,14.8,13.2,-1.6
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",32060,29835,4525,3225,14.1,10.8,-3.3
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8585,10225,1320,1045,15.4,10.2,-5.2
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",106115,102455,15265,12390,14.4,12.1,-2.3
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",22160,31395,3920,5970,17.7,19.0,1.3
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",160300,163680,15230,9670,9.5,5.9,-3.6
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",32020,29830,2620,1260,8.2,4.2,-4.0
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8565,10220,790,420,9.2,4.1,-5.1
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",106120,102455,11190,7805,10.5,7.6,-2.9
"2494","Le Saguenay-et-son-Fjord","Census division","Quebec","24",3.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",22155,31390,1415,610,6.4,1.9,-4.5
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",11965,10360,1890,1785,15.8,17.2,1.4
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2415,1605,410,235,17.0,14.6,-2.4
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",660,520,80,80,12.1,15.4,3.3
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",7860,6360,1095,845,13.9,13.3,-0.6
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1690,2395,380,705,22.5,29.4,6.9
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",11965,10360,725,455,6.1,4.4,-1.7
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2415,1610,140,60,5.8,3.7,-2.1
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",660,515,30,20,4.5,3.9,-0.6
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",7860,6355,565,360,7.2,5.7,-1.5
"2495","La Haute-Côte-Nord","Municipalité régionale de comté","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1690,2390,20,35,1.2,1.5,0.3
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",30220,28070,3300,2735,10.9,9.7,-1.2
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6215,5050,810,465,13.0,9.2,-3.8
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1565,1620,235,130,15.0,8.0,-7.0
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",20305,17920,1970,1485,9.7,8.3,-1.4
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3695,5095,520,790,14.1,15.5,1.4
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",30220,28070,1770,1035,5.9,3.7,-2.2
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6210,5050,445,155,7.2,3.1,-4.1
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1560,1620,110,50,7.1,3.1,-4.0
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",20310,17925,1250,815,6.2,4.5,-1.7
"2496","Manicouagan","Municipalité régionale de comté","Quebec","24",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3700,5095,75,65,2.0,1.3,-0.7
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",34655,34210,4155,3210,12.0,9.4,-2.6
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7575,7095,1100,625,14.5,8.8,-5.7
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2345,2305,390,205,16.6,8.9,-7.7
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",23340,21905,2495,1715,10.7,7.8,-2.9
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3740,5210,560,875,15.0,16.8,1.8
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",34645,34210,2360,1265,6.8,3.7,-3.1
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7565,7100,580,240,7.7,3.4,-4.3
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2340,2305,250,80,10.7,3.5,-7.2
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",23340,21910,1725,945,7.4,4.3,-3.1
"2497","Sept-Rivières--Caniapiscau","Census division","Quebec","24",5.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3740,5205,50,80,1.3,1.5,0.2
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",9315,8525,945,665,10.1,7.8,-2.3
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",1870,1470,155,60,8.3,4.1,-4.2
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",540,455,80,15,14.8,3.3,-11.5
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6205,5420,465,240,7.5,4.4,-3.1
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1245,1630,320,365,25.7,22.4,-3.3
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",9320,8525,250,125,2.7,1.5,-1.2
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",1865,1470,55,15,2.9,1.0,-1.9
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",545,455,25,0,4.6,0.0,-4.6
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6205,5425,180,100,2.9,1.8,-1.1
"2498","Minganie--Le Golfe-du-Saint-Laurent","Census division","Quebec","24",7.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1245,1630,15,10,1.2,0.6,-0.6
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",14825,26780,1460,2960,9.8,11.1,1.3
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3505,8120,360,1050,10.3,12.9,2.6
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1095,2910,140,405,12.8,13.9,1.1
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",10205,16305,970,1590,9.5,9.8,0.3
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income measure, after-tax (LIM-AT)","65 years and over",1110,2355,130,320,11.7,13.6,1.9
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",14825,26780,955,905,6.4,3.4,-3.0
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3510,8120,255,260,7.3,3.2,-4.1
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1100,2910,120,100,10.9,3.4,-7.5
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",10210,16305,695,625,6.8,3.8,-3.0
"2499","Nord-du-Québec","Census division","Quebec","24",10.0,"01100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1115,2355,0,25,0.0,1.1,
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",108245,109390,17095,19570,15.8,17.9,2.1
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",24420,21050,4985,5140,20.4,24.4,4.0
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6315,6715,1530,1950,24.2,29.0,4.8
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",66835,65745,10115,10930,15.1,16.6,1.5
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",16995,22590,1990,3500,11.7,15.5,3.8
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",108250,109390,9630,7515,8.9,6.9,-2.0
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",24420,21055,2785,1805,11.4,8.6,-2.8
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6320,6720,940,705,14.9,10.5,-4.4
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",66835,65745,6400,5340,9.6,8.1,-1.5
"3501","Stormont, Dundas and Glengarry","United counties","Ontario","35",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",16995,22590,445,365,2.6,1.6,-1.0
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",78370,87255,9270,9125,11.8,10.5,-1.3
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",18895,18055,2610,2105,13.8,11.7,-2.1
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4990,5860,710,690,14.2,11.8,-2.4
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",50990,55355,5430,5005,10.6,9.0,-1.6
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8485,13845,1235,2020,14.6,14.6,0.0
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",78355,87260,4260,2855,5.4,3.3,-2.1
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",18875,18055,1155,585,6.1,3.2,-2.9
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4985,5860,320,200,6.4,3.4,-3.0
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",50990,55355,3010,2090,5.9,3.8,-2.1
"3502","Prescott and Russell","United counties","Ontario","35",3.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8485,13845,100,170,1.2,1.2,0.0
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",797515,916855,94485,115180,11.8,12.6,0.8
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",175670,187700,27945,30095,15.9,16.0,0.1
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",52750,59200,9165,10145,17.4,17.1,-0.3
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",530370,596805,59895,72620,11.3,12.2,0.9
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",91475,132355,6640,12460,7.3,9.4,2.1
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",797430,916855,98280,98915,12.3,10.8,-1.5
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",175585,187695,26625,22685,15.2,12.1,-3.1
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",52700,59200,8850,7775,16.8,13.1,-3.7
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",530370,596800,65325,68040,12.3,11.4,-0.9
"3506","Ottawa","Census division","Ontario","35",3.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",91475,132360,6335,8195,6.9,6.2,-0.7
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",97365,98785,11665,12850,12.0,13.0,1.0
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",21030,17505,3130,2870,14.9,16.4,1.5
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5520,4995,1055,905,19.1,18.1,-1.0
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",60240,59175,7275,7735,12.1,13.1,1.0
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",16095,22110,1265,2250,7.9,10.2,2.3
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",97345,98790,5865,4470,6.0,4.5,-1.5
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",21010,17505,1490,775,7.1,4.4,-2.7
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5505,4995,455,250,8.3,5.0,-3.3
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",60240,59170,4245,3405,7.0,5.8,-1.2
"3507","Leeds and Grenville","United counties","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",16095,22110,130,295,0.8,1.3,0.5
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",62380,67210,7365,8600,11.8,12.8,1.0
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",13970,12555,1975,2095,14.1,16.7,2.6
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3680,3975,605,720,16.4,18.1,1.7
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",38970,40705,4475,5000,11.5,12.3,0.8
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",9435,13950,915,1505,9.7,10.8,1.1
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",62340,67210,3730,3005,6.0,4.5,-1.5
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",13935,12560,890,620,6.4,4.9,-1.5
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3650,3975,290,200,7.9,5.0,-2.9
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",38970,40700,2690,2220,6.9,5.5,-1.4
"3509","Lanark","County","Ontario","35",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",9435,13950,150,175,1.6,1.3,-0.3
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",139590,146715,18880,20610,13.5,14.0,0.5
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",28495,26660,4345,4375,15.2,16.4,1.2
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8150,8485,1430,1590,17.5,18.7,1.2
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",90185,92320,13110,13565,14.5,14.7,0.2
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",20910,27735,1425,2675,6.8,9.6,2.8
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",139560,146715,13825,12255,9.9,8.4,-1.5
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",28465,26665,2810,2060,9.9,7.7,-2.2
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8125,8485,1010,770,12.4,9.1,-3.3
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",90185,92320,10395,9680,11.5,10.5,-1.0
"3510","Frontenac","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",20910,27730,620,515,3.0,1.9,-1.1
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",39205,41195,5215,5045,13.3,12.2,-1.1
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",8510,7795,1485,1155,17.5,14.8,-2.7
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2265,2415,395,400,17.4,16.6,-0.8
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",24730,24905,3225,2965,13.0,11.9,-1.1
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5955,8495,505,925,8.5,10.9,2.4
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",39200,41195,2580,1605,6.6,3.9,-2.7
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8505,7795,695,305,8.2,3.9,-4.3
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2260,2420,195,95,8.6,3.9,-4.7
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",24735,24905,1840,1200,7.4,4.8,-2.6
"3511","Lennox and Addington","County","Ontario","35",5.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5955,8495,50,100,0.8,1.2,0.4
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",128185,131190,19135,21370,14.9,16.3,1.4
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",27850,24935,5530,5410,19.9,21.7,1.8
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8040,8010,1845,1960,22.9,24.5,1.6
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",79600,79475,11670,12500,14.7,15.7,1.0
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",20730,26775,1935,3455,9.3,12.9,3.6
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",128100,131185,11290,8735,8.8,6.7,-2.1
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",27770,24940,2930,1965,10.6,7.9,-2.7
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8015,8010,1045,755,13.0,9.4,-3.6
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",79600,79475,7815,6365,9.8,8.0,-1.8
"3512","Hastings","County","Ontario","35",4.4,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",20730,26775,545,405,2.6,1.5,-1.1
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",24750,24100,3145,3260,12.7,13.5,0.8
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4695,3465,935,590,19.9,17.0,-2.9
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1105,1080,215,195,19.5,18.1,-1.4
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",15010,13625,1845,1935,12.3,14.2,1.9
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5045,7005,360,735,7.1,10.5,3.4
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",24755,24100,1490,1075,6.0,4.5,-1.5
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4695,3465,375,160,8.0,4.6,-3.4
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1110,1075,70,50,6.3,4.7,-1.6
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",15015,13625,1060,820,7.1,6.0,-1.1
"3513","Prince Edward","Census division","Ontario","35",5.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5045,7010,50,95,1.0,1.4,0.4
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",77865,82870,8500,9590,10.9,11.6,0.7
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",16400,13925,2405,2160,14.7,15.5,0.8
"3514","Northumberland","County","Ontario","35",5.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",4220,4020,710,635,16.8,15.8,-1.0
